customer_id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenience,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
98247,F,loyal,39,business,business,2442,5.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,80,86,satisfied
65894,F,disloyal,26,business,business,569,,,,3.0,3.0,,1.0,3.0,4.0,2.0,4,5.0,4.0,3.0,96,91,satisfied
48253,F,loyal,56,personal,eco,236,3.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,4,1.0,4.0,5.0,57,52,neutral or dissatisfied
50137,F,loyal,41,business,business,209,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,4,1.0,2.0,2.0,95,100,neutral or dissatisfied
52892,M,loyal,24,personal,eco,836,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1,1.0,2.0,1.0,27,54,neutral or dissatisfied
107354,F,loyal,10,business,eco,632,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4,4.0,4.0,3.0,44,40,neutral or dissatisfied
83598,M,loyal,60,business,business,3626,2.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5,3.0,5.0,5.0,35,36,satisfied
129245,M,loyal,41,business,business,2163,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3,3.0,3.0,4.0,60,70,neutral or dissatisfied
16810,F,loyal,46,business,eco,645,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,4,3.0,3.0,3.0,141,139,neutral or dissatisfied
88356,M,loyal,54,business,eco,515,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3,2.0,3.0,3.0,44,33,neutral or dissatisfied
3875,F,loyal,44,business,business,3767,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1,4.0,2.0,2.0,44,92,neutral or dissatisfied
66011,M,loyal,30,business,business,2974,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4,3.0,5.0,4.0,74,67,satisfied
96830,M,loyal,37,business,business,3744,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4,5.0,4.0,5.0,172,163,satisfied
109049,M,loyal,45,business,business,3692,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3.0,2.0,4.0,63,52,neutral or dissatisfied
19478,F,loyal,57,business,business,177,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3,4.0,5.0,5.0,91,128,satisfied
5622,M,loyal,60,personal,eco,624,4.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,5.0,2,4.0,5.0,4.0,175,180,satisfied
21707,F,loyal,68,personal,eco,746,3.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,2,4.0,2.0,3.0,27,37,neutral or dissatisfied
73793,M,loyal,30,business,eco plus,204,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,4,2.0,4.0,2.0,105,93,neutral or dissatisfied
12094,M,loyal,7,personal,business,1034,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,3,4.0,2.0,4.0,143,121,neutral or dissatisfied
75362,M,loyal,26,personal,eco plus,2556,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,4,4.0,4.0,4.0,0,33,neutral or dissatisfied
5763,F,loyal,24,personal,eco,859,3.0,5.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,4,3.0,4.0,2.0,37,52,neutral or dissatisfied
115282,F,loyal,43,business,business,362,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4,3.0,4.0,3.0,47,45,neutral or dissatisfied
16311,M,loyal,28,business,business,3545,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,1.0,5,3.0,5.0,5.0,45,51,satisfied
77671,M,disloyal,30,business,eco,813,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,4,3.0,3.0,3.0,105,105,neutral or dissatisfied
19381,M,loyal,23,business,business,1698,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,1,4.0,3.0,5.0,101,126,satisfied
7179,F,loyal,40,business,business,3011,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5,5.0,5.0,4.0,9,56,satisfied
1600,F,loyal,25,personal,eco,140,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3,1.0,4.0,4.0,27,31,neutral or dissatisfied
23359,F,loyal,40,business,eco plus,809,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2,4.0,4.0,4.0,118,100,satisfied
81471,M,loyal,46,business,business,2074,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4,4.0,4.0,3.0,27,45,neutral or dissatisfied
112287,M,loyal,48,personal,eco,1703,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,1,4.0,5.0,4.0,45,40,neutral or dissatisfied
21546,M,loyal,16,personal,eco,306,2.0,4.0,2.0,1.0,5.0,2.0,5.0,5.0,3.0,2.0,5,5.0,4.0,5.0,76,73,neutral or dissatisfied
90266,F,loyal,16,business,business,2899,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5,4.0,3.0,4.0,220,212,satisfied
48034,F,loyal,13,business,eco plus,1384,4.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,1.0,4.0,3,4.0,2.0,4.0,141,126,neutral or dissatisfied
4388,M,loyal,30,personal,eco,607,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4,3.0,5.0,3.0,55,88,neutral or dissatisfied
126263,M,disloyal,37,business,eco,107,2.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,4,4.0,2.0,4.0,232,241,neutral or dissatisfied
60742,F,loyal,27,business,business,628,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4,5.0,5.0,4.0,46,51,satisfied
100263,M,loyal,58,business,business,1034,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5,5.0,3.0,5.0,170,172,satisfied
112243,M,loyal,43,business,business,1506,3.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,4,5.0,5.0,5.0,173,175,satisfied
9072,F,disloyal,28,business,eco,160,4.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,3,1.0,4.0,1.0,52,44,neutral or dissatisfied
49879,M,loyal,38,business,business,2027,3.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,4.0,4.0,4,2.0,4.0,1.0,124,111,satisfied
26761,M,loyal,34,personal,eco,859,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4,5.0,4.0,4.0,0,88,neutral or dissatisfied
64701,F,loyal,37,business,business,3969,1.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,1,3.0,4.0,3.0,27,61,neutral or dissatisfied
72406,M,loyal,50,business,eco,964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4,2.0,4.0,1.0,93,99,neutral or dissatisfied
23259,M,loyal,69,personal,eco,783,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,5,5.0,4.0,2.0,112,111,neutral or dissatisfied
53413,M,loyal,30,business,business,2253,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3,4.0,1.0,5.0,40,42,satisfied
114619,M,loyal,46,business,business,480,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,3.0,94,76,satisfied
119682,F,loyal,16,personal,business,1325,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5,4.0,4.0,4.0,243,226,satisfied
58068,M,loyal,35,business,business,589,2.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2,1.0,2.0,3.0,44,46,neutral or dissatisfied
97953,M,loyal,45,business,business,483,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4,2.0,4.0,2.0,128,131,neutral or dissatisfied
58394,M,disloyal,65,business,business,473,5.0,5.0,5.0,3.0,1.0,5.0,1.0,1.0,4.0,5.0,4,5.0,4.0,1.0,11,33,satisfied
17658,M,disloyal,47,business,eco,608,4.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,3,2.0,3.0,1.0,83,45,neutral or dissatisfied
98723,M,loyal,38,personal,eco plus,834,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,1.0,3,2.0,1.0,4.0,92,100,neutral or dissatisfied
35611,M,loyal,32,personal,eco plus,1069,1.0,5.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,4,3.0,4.0,2.0,49,31,neutral or dissatisfied
97195,M,loyal,9,personal,eco,1390,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4,2.0,3.0,2.0,270,260,neutral or dissatisfied
51306,F,loyal,39,business,eco plus,266,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3,4.0,3.0,2.0,49,56,neutral or dissatisfied
60876,F,loyal,21,business,business,1062,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,4,4.0,4.0,4.0,17,32,satisfied
129624,M,loyal,32,business,business,3802,,,,1.0,5.0,5.0,5.0,5.0,3.0,2.0,5,4.0,5.0,5.0,90,86,satisfied
109569,M,loyal,62,personal,eco,834,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,3,4.0,3.0,2.0,110,92,neutral or dissatisfied
112372,M,disloyal,23,business,eco,862,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,3,3.0,3.0,4.0,1,33,neutral or dissatisfied
123872,M,loyal,56,business,business,1835,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1.0,0,33,neutral or dissatisfied
111274,M,loyal,55,business,eco,459,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2,4.0,2.0,3.0,50,69,neutral or dissatisfied
80171,F,loyal,57,business,business,2446,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,4,2.0,2.0,2.0,54,49,neutral or dissatisfied
40195,F,disloyal,43,business,eco,358,2.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,2,4.0,5.0,5.0,0,45,neutral or dissatisfied
38072,F,disloyal,22,business,eco,1249,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3,2.0,3.0,2.0,144,142,neutral or dissatisfied
15661,M,loyal,46,business,eco,764,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,4,4.0,2.0,5.0,39,58,satisfied
20699,F,loyal,42,business,eco,510,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2,4.0,2.0,4.0,112,100,neutral or dissatisfied
15635,F,loyal,58,business,eco plus,229,4.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4,1.0,4.0,4.0,63,75,satisfied
94249,M,loyal,50,business,business,189,,5.0,,1.0,5.0,5.0,4.0,3.0,3.0,3.0,3,4.0,3.0,5.0,56,61,satisfied
6188,F,loyal,56,personal,eco,409,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4,5.0,4.0,5.0,36,38,neutral or dissatisfied
128755,M,loyal,27,business,business,3657,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4,4.0,5.0,5.0,31,33,satisfied
110029,M,loyal,72,business,eco plus,1204,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3,1.0,3.0,2.0,55,34,neutral or dissatisfied
70422,M,disloyal,21,business,eco,187,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5,5.0,4.0,4.0,71,66,neutral or dissatisfied
53072,M,loyal,43,business,eco plus,1190,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,3,4.0,3.0,5.0,118,100,satisfied
51916,F,loyal,19,personal,eco,601,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,4,3.0,4.0,1.0,46,39,neutral or dissatisfied
91112,F,loyal,18,personal,eco,581,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,4,3.0,5.0,2.0,56,56,neutral or dissatisfied
17321,F,loyal,26,personal,eco,403,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,4,5.0,5.0,2.0,53,36,neutral or dissatisfied
18621,M,loyal,22,personal,eco,253,3.0,5.0,,2.0,2.0,,2.0,2.0,5.0,3.0,5,4.0,2.0,2.0,113,103,neutral or dissatisfied
110051,M,loyal,70,personal,eco,2173,1.0,5.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,5.0,4,5.0,4.0,4.0,30,55,neutral or dissatisfied
53234,M,loyal,32,personal,eco,612,1.0,5.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,5,2.0,4.0,4.0,67,93,neutral or dissatisfied
73548,F,loyal,8,personal,eco,594,3.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,3,4.0,3.0,3.0,37,46,neutral or dissatisfied
73085,M,loyal,26,business,eco,1085,4.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4,1.0,3.0,4.0,94,86,neutral or dissatisfied
35204,M,loyal,31,business,business,1076,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,5,5.0,4.0,4.0,13,44,satisfied
84932,M,loyal,44,personal,eco,547,3.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1,2.0,2.0,1.0,28,31,neutral or dissatisfied
74031,F,loyal,59,personal,eco,1471,1.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,3,4.0,3.0,3.0,0,44,neutral or dissatisfied
75734,M,loyal,10,business,eco,868,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,3,2.0,2.0,2.0,315,307,neutral or dissatisfied
18566,F,loyal,23,business,business,190,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,3,2.0,1.0,2.0,158,156,neutral or dissatisfied
47781,M,loyal,46,business,eco,451,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,3.0,2.0,5.0,88,74,satisfied
96271,F,loyal,33,personal,eco,546,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,3,1.0,5.0,5.0,80,76,neutral or dissatisfied
67772,F,loyal,55,business,eco,1438,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2,4.0,2.0,3.0,65,91,neutral or dissatisfied
22495,F,loyal,67,personal,eco,143,3.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2,3.0,2.0,2.0,64,109,neutral or dissatisfied
94038,F,loyal,56,business,business,189,,5.0,,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5,5.0,5.0,4.0,111,109,satisfied
29113,M,loyal,21,personal,eco,605,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,4,5.0,4.0,1.0,32,33,neutral or dissatisfied
118815,M,disloyal,34,business,business,304,1.0,,,1.0,2.0,,2.0,2.0,5.0,5.0,4,5.0,4.0,2.0,74,77,neutral or dissatisfied
56718,F,loyal,28,personal,eco,1085,2.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5,3.0,5.0,4.0,17,51,neutral or dissatisfied
15900,M,loyal,56,personal,eco,378,3.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,4,3.0,4.0,1.0,34,33,neutral or dissatisfied
63372,M,loyal,41,personal,eco,337,2.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4,3.0,5.0,3.0,66,65,neutral or dissatisfied
11174,F,loyal,52,personal,eco,316,3.0,5.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,4,5.0,4.0,2.0,112,101,neutral or dissatisfied
9911,M,disloyal,21,business,eco,534,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4,3.0,4.0,3.0,26,34,neutral or dissatisfied
103675,M,loyal,38,business,business,1642,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,2,1.0,2.0,1.0,156,155,neutral or dissatisfied
117549,F,loyal,27,business,business,347,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4,3.0,4.0,4.0,43,38,satisfied
71358,M,loyal,40,business,business,258,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4,5.0,4.0,3.0,62,60,satisfied
104372,F,loyal,51,business,business,2246,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,3,3.0,3.0,5.0,41,32,satisfied
105268,M,loyal,8,personal,eco,2106,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,4,1.0,3.0,3.0,7,32,neutral or dissatisfied
29117,F,loyal,35,personal,eco,954,4.0,,4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,4,2.0,1.0,2.0,23,32,neutral or dissatisfied
94892,M,loyal,22,business,eco,323,4.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,1,4.0,4.0,4.0,28,45,satisfied
13650,F,disloyal,23,business,eco,196,5.0,,5.0,1.0,5.0,1.0,3.0,5.0,2.0,4.0,4,3.0,4.0,3.0,154,154,satisfied
14336,M,loyal,35,personal,eco,395,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,5,3.0,5.0,4.0,23,33,neutral or dissatisfied
48544,F,disloyal,34,business,eco,833,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3,2.0,3.0,2.0,46,41,neutral or dissatisfied
114903,F,loyal,41,business,business,2097,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,55,43,satisfied
127658,M,loyal,55,business,business,2153,2.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2,2.0,2.0,3.0,44,43,neutral or dissatisfied
13199,F,loyal,69,personal,eco,419,1.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,4,4.0,4.0,4.0,150,147,neutral or dissatisfied
