customer_id,customer_value,gender,customer_type,age,type_of_travel,class,flight_distance,departure_delay_in_minutes,arrival_delay_in_minutes,time_recovered_in_minutes,time_recovery_status,satisfaction,satisfaction_bool,seat_comfort,leg_room_service,food_and_drink,inflight_entertainment,inflight_wifi_service,cleanliness,products_rating_score,products_rating_percentage,on_board_service,inflight_service,checkin_service,online_boarding,ease_of_online_booking,baggage_handling,gate_location,departure_arrival_time_convenience,services_rating_score,services_rating_percentage
27562,low,M,loyal,12,personal,eco,978,0,0,0,same,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,4.0,1.0,12.0,40.0,3.0,4.0,5.0,4.0,4.0,4,5.0,5.0,34.0,85.0
115972,low,F,loyal,21,personal,eco,447,34,19,15,recovered,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,1.0,2.0,14.0,46.67,3.0,4.0,3.0,1.0,1.0,5,1.0,5.0,23.0,57.5
2980,low,M,loyal,12,personal,eco,462,0,0,0,same,neutral or dissatisfied,False,2.0,4.0,2.0,2.0,2.0,2.0,14.0,46.67,3.0,1.0,2.0,2.0,2.0,2,3.0,4.0,19.0,47.5
61824,low,F,loyal,16,personal,eco,1379,2,0,2,recovered,neutral or dissatisfied,False,2.0,2.0,2.0,2.0,2.0,2.0,12.0,40.0,5.0,5.0,3.0,2.0,2.0,4,2.0,5.0,28.0,70.0
83112,low,F,loyal,18,personal,eco,1127,0,0,0,same,neutral or dissatisfied,False,3.0,4.0,3.0,3.0,2.0,3.0,18.0,60.0,4.0,5.0,3.0,2.0,2.0,4,3.0,5.0,28.0,70.0
88574,low,F,loyal,20,personal,eco,545,4,0,4,recovered,neutral or dissatisfied,False,1.0,4.0,5.0,5.0,2.0,5.0,22.0,73.33,3.0,1.0,3.0,2.0,2.0,3,3.0,,17.0,42.5
28662,low,F,loyal,12,personal,eco,2466,0,0,0,same,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,2.0,1.0,10.0,33.33,4.0,4.0,4.0,2.0,2.0,5,3.0,4.0,28.0,70.0
103702,low,F,loyal,19,personal,eco,405,0,0,0,same,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,2.0,1.0,8.0,26.67,3.0,3.0,4.0,2.0,2.0,4,4.0,2.0,24.0,60.0
102955,low,F,loyal,12,personal,eco,719,0,0,0,same,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,3.0,1.0,9.0,30.0,5.0,4.0,4.0,3.0,3.0,4,3.0,4.0,30.0,75.0
1150,low,F,loyal,15,personal,eco,89,0,0,0,same,neutral or dissatisfied,False,1.0,5.0,5.0,5.0,3.0,5.0,24.0,80.0,5.0,5.0,3.0,3.0,3.0,4,4.0,5.0,32.0,80.0
60625,mid,M,loyal,8,personal,eco plus,1201,24,14,10,recovered,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,2.0,3.0,16.0,53.33,4.0,5.0,5.0,2.0,2.0,1,3.0,5.0,27.0,67.5
23241,mid,F,loyal,18,personal,eco plus,549,0,0,0,same,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,2.0,2.0,15.0,50.0,5.0,4.0,5.0,2.0,2.0,4,3.0,5.0,30.0,75.0
38803,low,F,loyal,13,personal,eco,387,16,12,4,recovered,neutral or dissatisfied,False,1.0,1.0,1.0,1.0,2.0,1.0,7.0,23.33,4.0,4.0,1.0,2.0,2.0,3,3.0,1.0,20.0,50.0
95301,low,M,loyal,13,personal,eco,323,15,7,8,recovered,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,2.0,2.0,15.0,50.0,1.0,4.0,4.0,2.0,2.0,4,3.0,4.0,24.0,60.0
16505,low,M,loyal,16,personal,eco,282,8,16,-8,worsened,neutral or dissatisfied,False,5.0,3.0,5.0,5.0,2.0,5.0,25.0,83.33,3.0,4.0,5.0,2.0,2.0,5,3.0,5.0,29.0,72.5
65992,mid,F,loyal,23,personal,eco plus,1372,0,0,0,same,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,3.0,1.0,9.0,30.0,3.0,5.0,4.0,3.0,3.0,3,1.0,5.0,27.0,67.5
7443,low,M,loyal,8,personal,eco,552,0,11,-11,worsened,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,4.0,3.0,18.0,60.0,3.0,5.0,3.0,4.0,4.0,2,1.0,3.0,25.0,62.5
121598,low,M,loyal,9,personal,eco,936,22,22,0,same,satisfied,True,4.0,4.0,4.0,4.0,5.0,4.0,25.0,83.33,5.0,5.0,5.0,4.0,4.0,5,2.0,5.0,35.0,87.5
58215,low,M,loyal,17,personal,eco,802,0,5,-5,worsened,neutral or dissatisfied,False,4.0,5.0,4.0,4.0,2.0,4.0,23.0,76.67,2.0,4.0,1.0,2.0,2.0,3,2.0,5.0,21.0,52.5
75859,low,F,loyal,16,personal,eco,1437,0,0,0,same,neutral or dissatisfied,False,5.0,3.0,5.0,5.0,1.0,5.0,24.0,80.0,3.0,4.0,4.0,,,4,4.0,5.0,24.0,60.0
37707,low,F,loyal,12,personal,eco,944,20,15,5,recovered,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,2.0,1.0,10.0,33.33,1.0,4.0,1.0,2.0,2.0,4,4.0,2.0,20.0,50.0
71673,low,F,loyal,20,personal,eco,1120,0,3,-3,worsened,neutral or dissatisfied,False,2.0,4.0,2.0,2.0,2.0,2.0,14.0,46.67,2.0,3.0,3.0,2.0,2.0,4,4.0,1.0,21.0,52.5
128042,low,F,loyal,10,personal,eco,1440,0,7,-7,worsened,neutral or dissatisfied,False,4.0,3.0,4.0,4.0,1.0,4.0,20.0,66.67,5.0,5.0,5.0,1.0,1.0,3,4.0,4.0,28.0,70.0
42369,low,F,loyal,22,personal,eco,451,0,0,0,same,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,2.0,2.0,15.0,50.0,3.0,5.0,4.0,2.0,2.0,5,3.0,4.0,28.0,70.0
107761,low,M,loyal,7,personal,eco,405,3,0,3,recovered,neutral or dissatisfied,False,4.0,5.0,4.0,4.0,3.0,4.0,24.0,80.0,3.0,5.0,3.0,3.0,3.0,4,2.0,5.0,28.0,70.0
60787,mid,F,loyal,9,personal,eco plus,804,0,0,0,same,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,1.0,1.0,7.0,23.33,5.0,5.0,3.0,1.0,1.0,5,3.0,5.0,28.0,70.0
89431,low,F,loyal,18,personal,eco,134,0,0,0,same,neutral or dissatisfied,False,4.0,4.0,3.0,3.0,2.0,3.0,19.0,63.33,2.0,3.0,4.0,2.0,2.0,3,3.0,2.0,21.0,52.5
117314,mid,F,loyal,8,personal,eco plus,647,0,0,0,same,neutral or dissatisfied,False,5.0,4.0,2.0,2.0,3.0,2.0,18.0,60.0,2.0,2.0,3.0,3.0,3.0,3,3.0,2.0,21.0,52.5
89178,low,M,loyal,21,personal,eco,1947,0,0,0,same,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,2.0,1.0,8.0,26.67,4.0,4.0,5.0,2.0,2.0,3,3.0,4.0,27.0,67.5
116136,low,M,loyal,20,personal,eco,446,0,0,0,same,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,4.0,1.0,12.0,40.0,3.0,4.0,2.0,4.0,4.0,4,3.0,3.0,27.0,67.5
117511,low,M,loyal,11,personal,eco,507,11,5,6,recovered,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,3.0,1.0,11.0,36.67,4.0,5.0,5.0,3.0,3.0,4,1.0,5.0,30.0,75.0
128566,mid,F,loyal,10,personal,eco plus,338,0,0,0,same,neutral or dissatisfied,False,4.0,2.0,5.0,5.0,1.0,5.0,22.0,73.33,4.0,4.0,5.0,3.0,3.0,4,3.0,5.0,31.0,77.5
2671,low,F,loyal,8,personal,eco,597,0,6,-6,worsened,neutral or dissatisfied,False,2.0,4.0,2.0,2.0,4.0,2.0,16.0,53.33,5.0,4.0,4.0,4.0,4.0,5,2.0,4.0,32.0,80.0
73967,low,M,loyal,12,personal,eco,2342,31,22,9,recovered,neutral or dissatisfied,False,3.0,3.0,4.0,4.0,3.0,4.0,21.0,70.0,2.0,3.0,3.0,3.0,3.0,4,4.0,1.0,23.0,57.5
58912,low,M,loyal,19,personal,eco,888,1,0,1,recovered,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,2.0,1.0,10.0,33.33,4.0,4.0,5.0,2.0,2.0,4,3.0,4.0,28.0,70.0
97003,low,F,loyal,9,personal,eco,883,28,19,9,recovered,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,4.0,1.0,12.0,40.0,4.0,1.0,3.0,3.0,3.0,3,1.0,5.0,23.0,57.5
12479,low,M,disloyal,10,personal,eco,192,3,4,-1,worsened,neutral or dissatisfied,False,5.0,2.0,2.0,2.0,2.0,2.0,15.0,50.0,3.0,4.0,5.0,2.0,2.0,4,2.0,5.0,27.0,67.5
116293,low,M,loyal,10,personal,eco,325,13,5,8,recovered,neutral or dissatisfied,False,1.0,1.0,1.0,1.0,3.0,1.0,8.0,26.67,3.0,2.0,3.0,3.0,3.0,4,4.0,4.0,26.0,65.0
77532,low,M,loyal,11,personal,eco,1310,24,12,12,recovered,neutral or dissatisfied,False,3.0,3.0,5.0,5.0,3.0,5.0,24.0,80.0,4.0,5.0,3.0,4.0,4.0,4,3.0,4.0,31.0,77.5
99600,low,F,loyal,17,personal,eco,808,0,0,0,same,neutral or dissatisfied,False,5.0,4.0,5.0,5.0,3.0,5.0,27.0,90.0,2.0,4.0,1.0,3.0,3.0,4,5.0,5.0,27.0,67.5
98887,low,M,loyal,17,personal,eco,991,0,0,0,same,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,2.0,5.0,27.0,90.0,3.0,3.0,2.0,3.0,3.0,3,4.0,3.0,24.0,60.0
98658,low,M,loyal,20,personal,eco,992,0,7,-7,worsened,neutral or dissatisfied,False,3.0,5.0,3.0,3.0,3.0,3.0,20.0,66.67,4.0,4.0,4.0,3.0,3.0,4,3.0,4.0,29.0,72.5
127131,low,F,loyal,17,personal,eco,647,6,0,6,recovered,neutral or dissatisfied,False,2.0,1.0,2.0,2.0,2.0,2.0,11.0,36.67,2.0,4.0,4.0,2.0,2.0,3,4.0,2.0,23.0,57.5
33264,mid,F,loyal,23,personal,eco plus,101,0,0,0,same,neutral or dissatisfied,False,5.0,2.0,5.0,5.0,4.0,5.0,26.0,86.67,3.0,5.0,4.0,4.0,4.0,4,4.0,4.0,32.0,80.0
99632,low,M,loyal,7,personal,eco,1154,0,0,0,same,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,3.0,3.0,17.0,56.67,5.0,5.0,3.0,3.0,3.0,5,2.0,4.0,30.0,75.0
26940,low,F,loyal,11,personal,eco,2378,0,0,0,same,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,2.0,3.0,16.0,53.33,4.0,1.0,5.0,2.0,2.0,4,1.0,4.0,23.0,57.5
97029,mid,F,loyal,8,personal,eco plus,794,11,7,4,recovered,neutral or dissatisfied,False,5.0,2.0,5.0,5.0,2.0,5.0,24.0,80.0,4.0,5.0,4.0,2.0,2.0,4,4.0,4.0,29.0,72.5
129841,low,F,loyal,18,personal,eco,447,0,0,0,same,neutral or dissatisfied,False,3.0,5.0,3.0,3.0,2.0,3.0,19.0,63.33,4.0,3.0,1.0,2.0,2.0,3,3.0,3.0,21.0,52.5
15496,low,M,loyal,14,personal,eco,377,0,0,0,same,neutral or dissatisfied,False,1.0,5.0,1.0,1.0,3.0,1.0,12.0,40.0,4.0,4.0,5.0,3.0,3.0,4,2.0,5.0,30.0,75.0
65056,low,F,loyal,8,personal,eco,354,0,0,0,same,neutral or dissatisfied,False,3.0,4.0,3.0,3.0,3.0,3.0,19.0,63.33,2.0,3.0,1.0,3.0,3.0,4,4.0,2.0,22.0,55.0
116444,low,F,loyal,16,personal,eco,337,2,0,2,recovered,neutral or dissatisfied,False,1.0,5.0,3.0,3.0,2.0,3.0,17.0,56.67,4.0,5.0,5.0,3.0,3.0,2,2.0,4.0,28.0,70.0
80225,low,F,loyal,15,personal,eco,2153,38,2,36,recovered,neutral or dissatisfied,False,1.0,2.0,3.0,3.0,1.0,3.0,13.0,43.33,5.0,5.0,4.0,1.0,1.0,4,1.0,4.0,25.0,62.5
11226,low,M,loyal,11,personal,eco,301,2,0,2,recovered,neutral or dissatisfied,False,1.0,3.0,1.0,1.0,2.0,1.0,9.0,30.0,1.0,3.0,4.0,2.0,2.0,3,4.0,2.0,21.0,52.5
122086,low,M,loyal,23,personal,eco,130,0,9,-9,worsened,neutral or dissatisfied,False,3.0,4.0,5.0,5.0,1.0,5.0,23.0,76.67,2.0,3.0,4.0,1.0,1.0,3,3.0,4.0,21.0,52.5
80521,low,F,loyal,23,personal,eco,1749,8,0,8,recovered,neutral or dissatisfied,False,1.0,4.0,1.0,1.0,2.0,1.0,10.0,33.33,3.0,4.0,1.0,2.0,2.0,3,4.0,1.0,20.0,50.0
43908,low,F,loyal,20,personal,eco,255,0,0,0,same,neutral or dissatisfied,False,5.0,2.0,5.0,5.0,3.0,5.0,25.0,83.33,5.0,4.0,4.0,3.0,3.0,5,4.0,5.0,33.0,82.5
119032,low,M,loyal,23,personal,eco,1460,0,17,-17,worsened,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,2.0,1.0,8.0,26.67,4.0,4.0,4.0,2.0,2.0,4,4.0,4.0,28.0,70.0
86040,low,F,loyal,16,personal,eco,447,19,15,4,recovered,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,3.0,3.0,17.0,56.67,4.0,4.0,4.0,3.0,3.0,5,2.0,5.0,30.0,75.0
80620,low,F,loyal,18,personal,eco,236,14,2,12,recovered,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,4.0,2.0,17.0,56.67,1.0,4.0,3.0,4.0,4.0,4,4.0,4.0,28.0,70.0
73753,low,M,loyal,19,personal,eco,192,0,0,0,same,neutral or dissatisfied,False,1.0,3.0,1.0,1.0,2.0,1.0,9.0,30.0,3.0,5.0,5.0,,,4,4.0,4.0,25.0,62.5
78395,low,M,loyal,10,personal,eco,980,0,0,0,same,neutral or dissatisfied,False,4.0,4.0,4.0,4.0,2.0,4.0,22.0,73.33,2.0,4.0,4.0,3.0,3.0,4,3.0,4.0,27.0,67.5
33009,low,M,loyal,19,personal,eco,102,0,0,0,same,neutral or dissatisfied,False,1.0,5.0,1.0,1.0,3.0,1.0,12.0,40.0,4.0,4.0,3.0,3.0,3.0,3,3.0,4.0,27.0,67.5
90203,low,M,loyal,14,personal,eco,1127,0,3,-3,worsened,satisfied,True,3.0,2.0,5.0,5.0,4.0,5.0,24.0,80.0,5.0,5.0,4.0,4.0,4.0,5,2.0,4.0,33.0,82.5
70571,low,M,loyal,8,personal,eco,1258,0,0,0,same,satisfied,True,3.0,3.0,3.0,3.0,4.0,3.0,19.0,63.33,3.0,5.0,3.0,4.0,4.0,3,3.0,5.0,30.0,75.0
15964,low,F,loyal,17,personal,eco,473,0,0,0,same,neutral or dissatisfied,False,4.0,5.0,4.0,4.0,4.0,4.0,25.0,83.33,3.0,3.0,4.0,4.0,4.0,5,3.0,5.0,31.0,77.5
28205,low,M,loyal,22,personal,eco,933,0,0,0,same,neutral or dissatisfied,False,3.0,4.0,3.0,3.0,3.0,3.0,19.0,63.33,3.0,5.0,5.0,3.0,3.0,5,4.0,5.0,33.0,82.5
30511,low,F,loyal,20,personal,eco,1620,0,0,0,same,neutral or dissatisfied,False,5.0,3.0,2.0,2.0,3.0,2.0,17.0,56.67,3.0,3.0,4.0,3.0,3.0,4,3.0,2.0,25.0,62.5
40624,low,F,loyal,14,personal,eco,391,0,0,0,same,neutral or dissatisfied,False,3.0,2.0,3.0,3.0,1.0,3.0,15.0,50.0,4.0,4.0,4.0,1.0,1.0,4,3.0,1.0,22.0,55.0
31833,low,F,loyal,13,personal,eco,2762,3,0,3,recovered,satisfied,True,4.0,4.0,4.0,2.0,4.0,4.0,22.0,73.33,4.0,3.0,4.0,4.0,4.0,4,4.0,4.0,31.0,77.5
112942,low,F,loyal,22,personal,eco,1390,0,0,0,same,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,1.0,1.0,7.0,23.33,4.0,5.0,3.0,2.0,2.0,1,2.0,4.0,23.0,57.5
111988,low,M,loyal,23,personal,eco,533,0,0,0,same,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,2.0,5.0,27.0,90.0,4.0,5.0,5.0,2.0,2.0,5,3.0,5.0,31.0,77.5
103088,low,F,loyal,9,personal,eco,687,0,0,0,same,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,2.0,5.0,27.0,90.0,4.0,5.0,4.0,2.0,2.0,4,3.0,5.0,29.0,72.5
57223,low,M,loyal,16,personal,eco,1514,7,0,7,recovered,neutral or dissatisfied,False,4.0,3.0,4.0,4.0,3.0,4.0,22.0,73.33,2.0,4.0,1.0,3.0,3.0,4,4.0,4.0,25.0,62.5
53388,low,M,loyal,13,personal,eco,1452,2,0,2,recovered,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,2.0,5.0,27.0,90.0,2.0,2.0,5.0,2.0,2.0,5,3.0,4.0,25.0,62.5
29412,low,F,loyal,11,personal,eco,2378,0,0,0,same,neutral or dissatisfied,False,4.0,4.0,1.0,1.0,2.0,1.0,13.0,43.33,5.0,3.0,5.0,2.0,2.0,5,5.0,5.0,32.0,80.0
27185,low,M,loyal,7,personal,eco,2677,0,0,0,same,neutral or dissatisfied,False,4.0,3.0,4.0,4.0,4.0,4.0,23.0,76.67,1.0,1.0,4.0,3.0,4.0,3,3.0,1.0,20.0,50.0
116161,low,F,loyal,14,personal,eco,308,2,0,2,recovered,neutral or dissatisfied,False,2.0,2.0,2.0,2.0,4.0,2.0,14.0,46.67,3.0,5.0,4.0,4.0,4.0,4,2.0,4.0,30.0,75.0
38446,low,F,loyal,21,personal,eco,588,0,0,0,same,neutral or dissatisfied,False,4.0,1.0,4.0,4.0,1.0,4.0,18.0,60.0,4.0,3.0,4.0,1.0,1.0,1,2.0,5.0,21.0,52.5
24310,mid,M,loyal,17,personal,eco plus,302,0,0,0,same,neutral or dissatisfied,False,4.0,4.0,4.0,4.0,3.0,4.0,23.0,76.67,4.0,3.0,4.0,3.0,3.0,3,3.0,5.0,28.0,70.0
18081,low,M,loyal,11,personal,eco,605,24,22,2,recovered,neutral or dissatisfied,False,2.0,2.0,2.0,2.0,1.0,2.0,11.0,36.67,4.0,5.0,5.0,1.0,1.0,5,2.0,4.0,27.0,67.5
7780,low,F,loyal,23,personal,eco,1080,0,0,0,same,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,3.0,2.0,16.0,53.33,3.0,4.0,3.0,3.0,3.0,4,3.0,1.0,24.0,60.0
99662,low,M,loyal,9,personal,eco,1050,1,0,1,recovered,satisfied,True,5.0,4.0,5.0,5.0,4.0,5.0,28.0,93.33,4.0,3.0,1.0,3.0,3.0,3,3.0,2.0,22.0,55.0
117256,low,F,loyal,21,personal,eco,368,16,10,6,recovered,neutral or dissatisfied,False,3.0,4.0,3.0,3.0,3.0,3.0,19.0,63.33,2.0,3.0,2.0,3.0,3.0,1,3.0,3.0,20.0,50.0
123588,low,F,loyal,17,personal,eco,1773,18,6,12,recovered,neutral or dissatisfied,False,5.0,2.0,5.0,5.0,2.0,5.0,24.0,80.0,3.0,2.0,3.0,2.0,2.0,1,2.0,2.0,17.0,42.5
48033,low,F,loyal,20,personal,eco,1384,0,0,0,same,neutral or dissatisfied,False,2.0,2.0,2.0,2.0,1.0,2.0,11.0,36.67,5.0,1.0,1.0,1.0,1.0,1,2.0,3.0,15.0,37.5
121372,mid,F,loyal,12,personal,eco plus,1670,0,0,0,same,neutral or dissatisfied,False,5.0,2.0,5.0,5.0,2.0,5.0,24.0,80.0,5.0,4.0,1.0,2.0,2.0,5,1.0,3.0,23.0,57.5
97971,low,M,loyal,13,personal,eco,401,0,0,0,same,satisfied,True,5.0,2.0,5.0,5.0,5.0,5.0,27.0,90.0,5.0,4.0,5.0,5.0,5.0,5,1.0,5.0,35.0,87.5
26676,low,M,loyal,7,personal,eco,515,10,0,10,recovered,neutral or dissatisfied,False,1.0,2.0,1.0,1.0,4.0,1.0,10.0,33.33,5.0,5.0,3.0,2.0,2.0,4,4.0,4.0,29.0,72.5
105173,low,F,loyal,12,personal,eco,289,1,0,1,recovered,neutral or dissatisfied,False,1.0,3.0,1.0,1.0,2.0,1.0,9.0,30.0,4.0,4.0,3.0,2.0,2.0,5,3.0,4.0,27.0,67.5
126654,low,F,loyal,7,personal,eco,602,0,4,-4,worsened,neutral or dissatisfied,False,3.0,5.0,3.0,3.0,3.0,3.0,20.0,66.67,4.0,4.0,3.0,3.0,3.0,4,4.0,2.0,27.0,67.5
345,low,M,loyal,9,personal,eco,853,23,17,6,recovered,neutral or dissatisfied,False,4.0,5.0,2.0,2.0,1.0,2.0,16.0,53.33,4.0,2.0,3.0,1.0,1.0,3,2.0,1.0,17.0,42.5
101347,low,F,loyal,17,personal,eco,2026,22,12,10,recovered,neutral or dissatisfied,False,2.0,3.0,2.0,2.0,3.0,2.0,14.0,46.67,4.0,5.0,4.0,3.0,3.0,4,2.0,4.0,29.0,72.5
79357,low,M,loyal,16,personal,eco,1020,0,0,0,same,neutral or dissatisfied,False,2.0,3.0,2.0,2.0,4.0,2.0,15.0,50.0,3.0,4.0,4.0,4.0,4.0,3,3.0,4.0,29.0,72.5
86246,low,F,loyal,17,personal,eco,356,0,0,0,same,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,4.0,5.0,29.0,96.67,4.0,5.0,5.0,4.0,4.0,4,3.0,4.0,33.0,82.5
98656,low,M,loyal,16,personal,eco,920,4,14,-10,worsened,satisfied,True,4.0,2.0,4.0,4.0,,4.0,18.0,60.0,4.0,4.0,5.0,,,5,3.0,4.0,25.0,62.5
25412,low,M,loyal,11,personal,eco,1105,13,18,-5,worsened,neutral or dissatisfied,False,2.0,3.0,2.0,2.0,4.0,2.0,15.0,50.0,2.0,4.0,3.0,3.0,3.0,4,3.0,3.0,25.0,62.5
14811,low,F,loyal,20,personal,eco,95,0,0,0,same,neutral or dissatisfied,False,3.0,4.0,3.0,3.0,2.0,3.0,18.0,60.0,4.0,3.0,4.0,2.0,2.0,3,4.0,2.0,24.0,60.0
77121,low,M,loyal,23,personal,eco,1481,0,0,0,same,neutral or dissatisfied,False,3.0,4.0,3.0,3.0,4.0,3.0,20.0,66.67,2.0,5.0,1.0,4.0,4.0,1,4.0,5.0,26.0,65.0
113171,low,F,loyal,19,personal,eco,889,6,11,-5,worsened,satisfied,True,3.0,3.0,3.0,3.0,4.0,3.0,19.0,63.33,3.0,5.0,3.0,4.0,4.0,4,1.0,5.0,29.0,72.5
99763,low,M,loyal,19,personal,eco,255,0,3,-3,worsened,neutral or dissatisfied,False,3.0,1.0,3.0,3.0,2.0,3.0,15.0,50.0,1.0,2.0,1.0,2.0,2.0,3,4.0,4.0,19.0,47.5
111159,low,M,loyal,14,personal,eco,1050,11,0,11,recovered,neutral or dissatisfied,False,3.0,3.0,3.0,3.0,4.0,3.0,19.0,63.33,4.0,1.0,3.0,4.0,4.0,1,1.0,4.0,22.0,55.0
82773,mid,M,loyal,8,personal,eco plus,409,0,0,0,same,satisfied,True,5.0,4.0,5.0,5.0,4.0,5.0,28.0,93.33,4.0,5.0,3.0,4.0,4.0,5,2.0,5.0,32.0,80.0
105174,low,M,loyal,14,personal,eco,220,11,1,10,recovered,neutral or dissatisfied,False,5.0,5.0,5.0,5.0,1.0,5.0,26.0,86.67,4.0,5.0,4.0,1.0,1.0,3,3.0,5.0,26.0,65.0
81057,low,M,loyal,22,personal,eco,1399,0,0,0,same,neutral or dissatisfied,False,4.0,2.0,5.0,5.0,2.0,5.0,23.0,76.67,5.0,5.0,4.0,2.0,2.0,3,4.0,4.0,29.0,72.5
109567,low,M,loyal,16,personal,eco,861,0,0,0,same,neutral or dissatisfied,False,2.0,4.0,2.0,2.0,2.0,2.0,14.0,46.67,3.0,5.0,4.0,2.0,2.0,5,3.0,5.0,29.0,72.5
25969,low,F,loyal,23,personal,eco,946,0,0,0,same,satisfied,True,2.0,1.0,2.0,2.0,,2.0,9.0,30.0,4.0,3.0,5.0,,,3,3.0,4.0,22.0,55.0
124214,low,M,loyal,7,personal,eco,2176,0,0,0,same,neutral or dissatisfied,False,5.0,2.0,5.0,5.0,2.0,5.0,24.0,80.0,3.0,4.0,1.0,2.0,2.0,2,2.0,5.0,21.0,52.5
121646,mid,F,loyal,21,personal,eco plus,912,0,0,0,same,neutral or dissatisfied,False,1.0,2.0,2.0,2.0,4.0,2.0,13.0,43.33,3.0,4.0,3.0,4.0,4.0,5,5.0,5.0,33.0,82.5
96288,low,F,loyal,15,personal,eco,687,0,0,0,same,neutral or dissatisfied,False,2.0,5.0,2.0,2.0,3.0,2.0,16.0,53.33,1.0,2.0,4.0,3.0,3.0,1,2.0,1.0,17.0,42.5
